words,sentiment
??? ???? ???? ??? ???? ????,positive
???? ??????? ???? ?? ???????? ???,positive
???? ???? ????? ????,positive
?? ??????? ??? ???,positive
??? ???? ???? ??? ???? ????,positive
?? ???? ?? ??????????? ???,positive
???? ?? ????? ?? ?????? ???? ????? ???? ???,positive
???? ???? ?????? ?????,positive
???? ?? ???? ?? ??? ???,positive
?? ??????? ??? ???,positive
??? ??? ???? ??? ?????? ???? ????,positive
?? ???? ?? ????????? ???,positive
???? ?? ???? ???? ???,positive
???? ???? ???? ?????? ?????,positive
???? ?? ???? ?? ???????? ???,positive
?? ????? ????? ???,positive
???? ?? ????? ???? ???????? ?????,positive
???? ???? ???? ??????? ?????,positive
??? ??? ???? ??? ?????? ???? ????,positive
?? ???? ?? ????????? ???,positive
???? ?? ???? ???????? ?????,positive
???? ???? ???? ?????? ?????,positive
???? ?? ???? ?? ??? ???,positive
?? ?????? ??? ?????? ???,positive
??? ??? ???? ??? ???? ????,positive
?? ???? ?? ??????????? ???,positive
???? ?? ????? ?? ?????? ???? ????? ???? ???,positive
???? ???? ?????? ?????,positive
???? ?? ???? ?? ???????? ???,positive
?? ??????? ??? ???,positive
??? ??? ???? ??? ?????? ???? ????,positive
?? ???? ?? ????????? ???,positive
???? ?? ???? ???? ???,positive
???? ???? ???? ?????? ?????,positive
???? ?? ???? ?? ??? ???,positive
?? ????? ????? ???,positive
???? ?? ????? ???? ???????? ?????,positive
???? ???? ???? ??????? ?????,positive
??? ??? ???? ??? ?????? ???? ????,positive
?? ???? ?? ????????? ???,positive
???? ?? ???? ???????? ?????,positive
???? ???? ???? ?????? ?????,positive
???? ?? ???? ?? ??? ???,positive
?? ?????? ??? ?????? ???,positive
??? ??? ???? ??? ???? ????,positive
?? ???? ?? ??????????? ???,positive
???? ?? ????? ?? ?????? ???? ????? ???? ???,positive
???? ??????? ??????? ???,netural
?? ????? ?? ?? ????,netural
?????? ??? ?? ??????? ???,netural
???? ??? ??? ??? ??????,netural
???? ??? ???????? ????,netural
??? ????? ?????? ???? ????,netural
?? ??? ?? ??? ??? ???,netural
????? ??? ????? ???? ??? ????,netural
???? ??? ???? ???,netural
??? ????? ?????? ???? ????,netural
???? ????? ???? ???,netural
????? ??? ????? ???,netural
???? ??????? ??????? ???,netural
???? ??? ??? ??? ??????,netural
??? ?? ???? ??? ????? ?? ??? ???,netural
?????? ??? ?? ??????? ???,netural
???? ??? ???????? ????,netural
?? ??? ?? ??? ??? ???,netural
????? ??? ????? ???? ??? ????,netural
???? ??? ???? ???,netural
???? ????? ???? ???,netural
????? ??? ????? ???,netural
???? ??????? ??????? ???,netural
???? ??? ??? ??? ??????,netural
??? ?? ???? ??? ????? ?? ??? ???,netural
?????? ??? ?? ??????? ???,netural
???? ??? ???????? ????,netural
?? ??? ?? ??? ??? ???,netural
????? ??? ????? ???? ??? ????,netural
???? ??? ???? ???,netural
???? ????? ???? ???,netural
????? ??? ????? ???,netural
???? ??????? ??????? ???,netural
???? ??? ??? ??? ??????,netural
??? ?? ???? ??? ????? ?? ??? ???,netural
?????? ??? ?? ??????? ???,netural
???? ??? ???????? ????,netural
?? ??? ?? ??? ??? ???,netural
????? ??? ????? ???? ??? ????,netural
???? ??? ???? ???,netural
???? ????? ???? ???,netural
????? ??? ????? ???,netural
???? ??????? ??????? ???,netural
???? ??? ??? ??? ??????,netural
??? ?? ???? ??? ????? ?? ??? ???,netural
?????? ??? ?? ??????? ???,netural
???? ??? ???????? ????,netural
?? ??? ?? ??? ??? ???,netural
????? ??? ????? ???? ??? ????,netural
???? ??? ???? ???,netural
???? ?? ???? ????? ?? ??? ???,negative
???? ????? ????? ???? ?? ??? ???,negative
??? ???? ???????? ????,negative
?? ?? ?? ?????? ???,netural
?? ?????? ???? ???,netural
??? ???? ?? ???? ???,netural
?????? ?? ?????? ??????? ???,netural
?? ?? ??????? ???,netural
?? ?? ????? ???? ?? ???? ???,netural
??? ?? ????? ?????,netural
?????? ?? ?????? ?????? ?? ????? ?????,netural
?? ?? ?????? ???,netural
???? ?? ???? ??????? ??????,netural
?????? ?? ????? ?? ??????,netural
???????? ?? ????? ?????,netural
?? ??? ????? ???? ???,netural
?????? ?? ?????? ???? ???,netural
???? ?? ???? ??????????? ???? ??????,netural
?????? ?? ?????? ???????? ???,netural
??? ??? ???? ?? ??? ?????? ?? ???? ???,netural
???????? ?? ???? ?????,netural
?? ?????? ?? ???? ?? ??? ?? ???? ???,netural
?????? ?? ?????? ???? ???,netural
???? ?????? ?? ???? ????? ??????,netural
?????? ?? ?????? ??????,netural
?? ?? ?? ?????? ???,netural
???? ?? ????? ??????,netural
?? ?? ????? ?????? ???,netural
?????? ?? ?????? ?????? ???? ???,netural
???????? ?? ???? ?????,netural
???? ?????? ?? ????? ?? ???????? ???,netural
?????? ?? ??? ????? ???????,netural
?? ?? ?????????? ?????? ???,netural
???? ?? ???? ??????? ??????,netural
?????? ?? ?????? ???? ?? ??? ???? ??? ??????,netural
???????? ?? ????? ?????,netural
?????? ?? ?????? ???? ???,netural
???? ?? ???? ??????????? ???? ??????,netural
?????? ?? ?????? ???????? ???,netural
??? ??? ???? ?? ??? ?????? ?? ???? ???,netural
???????? ?? ???? ?????,netural
?? ?????? ?? ???? ?? ??? ?? ???? ???,netural
?????? ?? ?????? ???? ???,netural
???? ?????? ?? ???? ????? ??????,netural
?????? ?? ?????? ??????,netural
?? ?? ?? ?????? ???,netural
???? ?? ????? ??????,netural
?? ?? ????? ?????? ???,netural
?????? ?? ?????? ?????? ???? ???,netural
???????? ?? ???? ?????,netural
???? ?????? ?? ????? ?? ???????? ???,netural
?????? ?? ??? ????? ???????,netural
?? ?? ?????????? ?????? ???,netural
????? ???? ?????? ?? ??? ???? ????? ????,positive
???? ??? ?? ??? ??? ???????? ????,positive
??? ???? ??? ???? ????,positive
???? ????? ???? ???? ??????? ???? ???,positive
?? ?????? ???? ?????? ???????? ?? ??? ???,positive
???? ?? ???? ???????? ???,positive
???? ???????? ????????? ?? ??? ??? ???? ?????? ???? ????,positive
???? ????? ???? ????????? ???? ??? ?? ?? ??? ???,positive
???? ?????? ??????? ?? ??? ?? ??????? ???? ???,positive
???? ?????? ???? ??? ????? ???? ???? ?????? ????,positive
?? ?????? ??? ???? ?????? ???? ???? ????? ?? ??? ???,positive
?? ?????? ????? ???? ?? ???? ???? ?????,positive
??? ???? ??????? ??? ???? ???? ????? ?? ??? ????,positive
???? ??????? ???? ??? ?? ?????????? ???????? ???,positive
???? ???? ???? ????? ??? ??? ???,positive
???? ???? ???????? ????????? ?? ???? ???,positive
???? ?????? ???? ??????????? ???? ???,positive
???? ???? ???? ?????? ?? ?????? ???? ??? ??? ??????,positive
???? ???? ?? ???? ??? ?? ??? ???? ???,positive
???? ??????????? ?????? ?? ???? ???? ??????? ???? ???,positive
???? ????? ?????? ??? ?????????? ?? ????????? ???,positive
???? ????? ?? ??? ??? ????? ???? ????? ???? ????,positive
???? ??????????? ?????? ?? ???? ?? ????? ???? ???,positive
"???? ?????? ?? ????, ?? ???? ???? ???",positive
???? ?????? ???? ??????? ?????? ?? ?? ?? ?????? ?? ?????? ???? ???,positive
???? ????? ???? ??? ?? ?? ????,positive
??? ???? ??? ????,positive
???? ????? ???? ?? ??????????? ???,positive
???? ????? ?? ?????? ???? ?? ??? ??? ????? ????,positive
???? ??????? ???? ?? ????? ???? ???,positive
???? ?? ???? ????? ????,positive
???? ?????? ???? ????-??????? ?? ?????? ???,positive
???? ????? ?? ??? ??? ?????? ???? ????,positive
??? ???? ??? ????,positive
???? ?? ??????????? ???? ?? ???? ??????? ???? ???,positive
???? ??????? ???? ????? ?? ?? ???? ??? ???,positive
???? ?????? ???? ???? ????????? ??? ??? ???,positive
???? ????? ???? ?? ????????? ?? ????? ?? ??? ????? ???? ????,positive
???? ???? ?? ???? ???? ??? ????? ???? ???,positive
??? ???? ????? ?? ?????? ???? ????,positive
???? ????? ??? ?????? ???? ?? ??? ??? ????? ????,positive
???? ?? ????? ??? ???? ?????? ?????????? ???,positive
???? ??? ???? ??????? ???? ???,positive
???? ??? ????? ???? ??? ??? ???,positive
???? ?????? ???? ?? ???? ????? ???,positive
"???? ?????? ?? ????, ?? ???? ???? ?? ?????",positive
???? ???? ???? ??? ???? ?????????? ???,positive
???? ???? ??????? ????? ????,positive
???? ????? ???? ??? ???? ???????? ????,positive
???? ??? ???? ????? ???? ????? ??? ???,positive
???? ???? ??? ??? ??????? ???? ???,negative
???? ???? ??? ???? ?????,negative
?? ?????? ???? ???? ????? ????? ???,negative
???? ?? ?????? ?? ??? ?????? ???? ??? ? ??? ???,negative
???? ??????? ???? ?????? ?? ??? ???,negative
??? ?? ?????? ?? ?????? ?? ??? ????? ????? ?? ??? ????,negative
???? ?? ??? ?? ??????? ???? ?????,negative
???? ????? ???? ??? ???? ?????,negative
?? ???? ????? ?? ???,negative
?? ?????? ?? ?????? ???? ????? ???? ???,negative
???? ?????? ?? ??? ????? ???? ???? ???? ???,negative
???? ???? ??????? ?? ????? ?????,negative
???? ???? ???? ?????,negative
???? ??????? ???? ?? ?? ????? ??? ???,negative
?? ????? ?? ??? ???,negative
???? ???????? ?? ????? ?? ???,negative
?? ?????? ???? ??????? ?? ??? ???,negative
?? ?????? ?? ??? ?????? ???? ??? ??? ???,negative
???? ?? ??????? ??? ???? ?? ??? ???,negative
?? ??? ?? ?????? ?? ???? ?????? ?? ?????? ???? ?????,negative
???? ???? ????? ?????? ???,negative
???? ??? ??? ?????? ???? ???,negative
???? ?? ?????? ??? ???? ?????? ?? ??? ???,negative
???? ????? ?? ?????? ?? ?????? ?? ???? ?? ??? ???,negative
?? ?????? ???? ????? ?? ??? ???,negative
??? ?? ?????? ?? ?????? ?? ??? ?? ????? ?? ???? ????,negative
?? ?????? ?? ??? ?????? ???? ?????,negative
?? ?????? ???? ??? ?????? ???? ???,negative
?? ?????? ?? ?????? ???? ???? ?? ?? ??? ???? ???,negative
??? ?? ?? ??????? ???? ????,negative
???? ?? ?????? ?? ??? ?????? ???? ???? ???? ???,negative
???? ????? ???? ????? ???? ?? ??? ???,negative
???? ??? ?? ?????? ?? ??? ??? ????? ???? ???,negative
????? ?? ?????? ?? ??? ?????? ???? ?????,negative
???? ????? ?? ?????? ??? ???? ?? ??? ???,negative
???? ?? ?????? ?? ?? ???? ?? ??? ??? ???? ??? ??? ???,negative
???? ?? ?????? ?? ?????? ?? ??? ??? ???? ??? ??? ???,negative
?? ?????? ???? ??? ?????? ???????? ???,negative
???? ???? ?? ?? ?? ?????? ?? ?????? ???? ??????? ?????,negative
???? ?? ?????? ?? ?????? ?? ????? ??????? ?? ?? ??? ???,negative
???? ?? ?????? ?? ?????? ???? ?? ??? ????? ???? ???,negative
???? ?? ??????? ?? ??????? ??? ???? ???,negative
??? ???? ?????? ?? ??? ???? ?? ??? ????,negative
???? ???? ?? ?? ??? ?? ?????? ?? ?????? ???? ?? ???????,negative
???? ???????? ??? ??? ????,negative
???? ?? ?????? ???? ??? ?????? ?????? ?? ??? ???,negative
?? ?????? ?? ?????? ???? ?? ?????? ?? ?? ?? ???,negative
???? ?? ?????? ?? ?????? ??????? ?? ??? ???,negative
??? ?? ?????? ?? ?????? ??? ????? ????? ?? ??? ????,negative
???? ???? ????? ?? ??????? ?? ???? ???,negative
??? ??? ???? ??? ???,netural
?? ?? ???? ??? ???,netural
??? ???? ????? ??? ??? ????,netural
???? ?? ????????? ?? ??? ?? ???? ?????,netural
?? ?????? ?? ?????? ???? ???,netural
???? ???????? ??????? ???,netural
?? ?????? ??? ?? ??? ????? ?????,netural
???? ??? ?????? ???? ???,netural
?? ???? ????? ?? ???,netural
?? ???? ???? ?? ?????? ???,positive
?? ?? ??? ???? ??? ??? ???,positive
???? ???? ?? ?? ??? ?? ??? ????? ?? ???? ????,positive
??? ???? ?????? ?? ????? ???? ??? ??? ?? ???????,positive
???? ?????? ??? ???? ???? ???? ?????? ?? ??? ????,positive
???? ??? ?? ????? ?????? ???? ???,positive
???? ?????? ?? ????? ???? ??? ????? ??? ???? ????,positive
???? ?? ??? ?? ?? ??? ???????? ???? ?? ?? ?? ???????,positive
??? ???? ???? ??? ???? ??? ????,positive
"???? ??? ?????????, ?? ?? ??? ?? ????? ?????? ???",positive
"????? ??? ?? ???? ???????? ?? ???? ???? ???? ??, ????? ???? ???? ??????? ?? ?? ??? ?????? ??????? ?? ??????",positive
"???? ???? ??? ?? ????? ????? ???, ?? ???? ????? ????? ???? ????",positive
???? ???? ?? ??????? ???? ???? ???,positive
???? ????? ???? ???? ?? ????? ??? ?????? ?? ??? ????,positive
????? ???? ????? ??? ???? ?????? ?? ???,positive
???? ??? ???? ????? ?? ???? ???? ?? ????????? ?? ??? ???? ???,positive
???? ?????? ?? ??????? ?? ?????? ???? ???? ????? ???? ???,positive
???? ???? ????? ??? ?????? ????? ?? ??????? ???,positive
????? ???? ???? ??? ?? ??????? ??????? ?? ????,positive
??? ???? ???????? ?? ???? ???? ?? ??? ???? ??? ?? ????? ????,positive
???? ????? ?? ??? ???? ????? ??????? ???? ????,positive
??? ???? ???? ??? ???? ????? ??????? ?? ???? ?? ??? ????,positive
???? ??????? ?? ?? ??? ??? ??? ???? ????,positive
???? ??? ????? ?? ???? ???? ?? ??? ?????? ?? ?????? ???,positive
???? ???? ??? ????? ????? ??? ?? ???? ??? ?? ?????? ????? ????,positive
????? ???? ?????? ?? ???? ??? ?? ?????? ???? ???,positive
???? ??????? ?? ?????? ?? ??? ??? ???? ?? ??? ????,positive
??? ?? ????? ?? ????? ????? ??? ?? ???? ????? ?? ?????? ???? ????,positive
???? ???? ?? ??????? ???? ??? ????? ??? ????? ???? ???,positive
???? ??? ???? ????? ?? ???? ???? ?? ??? ??? ?????? ???,positive
???? ?????? ???? ??? ????? ?? ??? ??????? ???? ???,positive
"???? ??? ?? ?? ??, ???? ??? ??? ????? ????? ???? ????",positive
???? ???? ?? ?? ??? ?????? ??? ???? ????????? ???????? ?????,positive
????? ???? ???? ?? ?? ?????? ??? ????? ??????? ?? ???,positive
??? ???? ??? ??? ???? ????? ?? ??? ????,positive
???? ?? ??????? ?? ??? ?? ?? ???????? ?? ?????? ???? ???,positive
??? ???? ????? ?? ???? ???? ?? ??? ???? ??? ?? ????? ????,positive
???? ?????? ???? ???? ??????? ?? ??? ?????? ???? ???,positive
??? ??? ???? ??? ?? ??? ??? ????? ???? ?????????? ?? ????? ???????,positive
???? ???? ??? ?? ?? ?? ????? ? ?? ???,positive
??? ???? ????? ?? ???? ???? ?? ??? ???? ??? ?? ????? ????,positive
???? ???? ?? ?????? ???? ????? ??? ???,positive
???? ??? ???????? ?? ?????? ?? ??? ????? ???? ?????? ???,positive
???? ?????? ?? ???? ?? ??? ?? ??? ???,positive
???? ???? ??? ??? ????? ??? ??? ???,positive
??? ???? ?????? ?? ????? ???? ??? ???? ??? ?? ???????? ????,positive
???? ??? ???? ???????? ?? ????? ???? ?? ??? ???? ?????? ???,positive
???? ??? ?? ?????? ???? ????? ?? ?????? ??? ??? ????,positive
??? ?? ?? ????? ??? ????? ????,positive
???? ?????? ?? ?? ??? ???? ?????? ?? ???? ?? ???????,positive
???? ???? ?? ?? ??? ?????? ?? ????? ??????,positive
???? ???? ?? ?? ??? ??? ???????? ?? ???? ????,positive
??? ???? ?????? ?? ????? ???? ??? ?? ????????? ????,positive
???? ??????? ?? ?? ??? ???? ????? ?? ???? ?? ???????,positive
???? ???? ?? ?? ??? ???? ?????? ?? ????? ?? ???? ????,positive
???? ?????? ???? ????? ?? ?? ?????? ?? ??? ???,positive
???? ?????? ???? ???? ????? ?? ??? ?????? ???? ???,positive
????? ???? ????? ?? ???? ???? ?? ??? ??? ?????? ???? ???,positive
???? ???? ?? ?? ??? ???? ??????? ??? ?????? ?????,positive
???? ?????? ?? ?? ??? ??? ????? ???? ????? ????? ???????,positive
???? ???? ??? ????? ??? ?? ?????? ????,positive
???? ???? ????? ?? ???? ???? ?? ??? ??? ???? ??? ??? ???,positive
???? ?????? ?? ?? ??? ???? ?????? ?? ???? ?? ???????,positive
??? ??? ???? ??? ?? ???? ?????? ??? ?????,positive
???? ???? ?? ?? ??? ???? ?????? ?? ?????? ?? ????????,positive
???? ?? ??????? ?? ?? ??? ???? ????? ?? ???? ?? ???????,positive
???? ??? ?? ?????? ???? ????? ?? ???? ?? ?? ??? ????,positive
???? ?????? ?? ?????? ???? ???? ????? ???? ???,positive
???? ???? ?? ?? ??? ???? ??????? ??? ????? ?? ????? ?????,positive
???? ???? ?? ?? ??? ???? ?????? ?? ????? ?? ???? ????,positive
???? ?????? ???? ????? ?? ???? ??? ?? ?? ??? ???,positive
???? ???? ?? ?? ??? ???? ?????? ?? ??? ??? ????? ?????,positive
???? ???? ?? ?? ??? ???? ???????? ??? ??? ???????,positive
???? ?????? ?? ?????? ???? ???? ??????? ???? ???,positive
??? ???? ?????? ?? ????? ???? ?? ??? ???? ??? ?? ????? ????,positive
???? ?????? ???? ???? ????? ?? ???? ?? ?? ??? ???,positive
???? ???? ?? ?? ??? ???? ?????? ?? ???? ?? ???? ????,positive
???? ???? ?? ?? ??? ???? ?????? ?? ??? ??? ????? ?????,positive
???? ???? ?? ?? ??? ???? ???????? ??? ??? ???????,positive
???? ?????? ?? ?????? ???? ???? ????? ?? ??? ??????? ???? ???,positive
??? ???? ?????? ?? ???? ???? ?? ??? ??? ???? ??? ?? ??? ????,positive
???? ?????? ???? ????? ?? ???? ??? ?? ?? ??? ???,positive
???? ???? ?? ?? ??? ???? ?????? ?? ?? ???? ???? ??????,positive
???? ???? ?? ?? ??? ???? ??????? ??? ???????? ?? ???? ????,positive
???? ?????? ?? ?????? ???? ???? ????? ?? ???? ???? ?? ??? ??????? ???? ???,positive
??? ???? ?????? ?? ???? ???? ?? ??? ???? ??? ?? ????? ????,positive
???? ???? ?? ?? ??? ???? ?????? ?? ??? ?? ???? ?????????? ??? ?????,positive
???? ???? ?? ?? ??? ???? ???????? ??? ??? ???????,positive
???? ?????? ?? ?????? ???? ???? ????? ?? ???? ???? ?? ??? ??????? ???? ???,positive
??? ???? ?????? ?? ???? ???? ?? ??? ???? ??? ?? ????? ????,positive
???? ???? ?? ?? ??? ???? ?????? ?? ??? ?? ???? ???? ?? ?????? ???? ??????,positive
???? ???? ?? ?? ??? ???? ??????? ??? ?????? ?? ???? ????,positive
???? ?????? ?? ?????? ???? ???? ????? ?? ???? ???? ?? ??? ??????? ???? ???,positive
??? ???? ?????? ?? ???? ???? ?? ??? ???? ??? ?? ????? ????,positive
???? ???? ?? ?? ??? ???? ?????? ?? ??? ?? ???? ???????? ?????,positive
???? ???? ?? ?? ??? ???? ???????? ??? ??? ???????,positive
???? ?????? ?? ?????? ???? ???? ????? ?? ???? ???? ?? ??? ??????? ???? ???,positive
??? ???? ?????? ?? ???? ???? ?? ??? ???? ??? ?? ????? ????,positive
???? ???? ?? ?? ??? ???? ?????? ?? ??????? ?? ??? ?? ???? ??? ???????,positive
??? ???? ?????? ?? ???? ???? ?? ??? ???? ??? ?? ????? ????,positive
??? ????? ??? ?? ???? ???? ???? ???? ?? ??? ????,negative
???? ???? ?? ?? ???? ???? ???? ?? ??? ???,negative
???? ??? ?????? ?????? ?? ??? ????? ???,negative
???? ??? ?????? ??? ?? ???? ?????????? ?? ????? ???? ???,negative
???? ???? ?? ?? ??? ??? ???? ???????? ?? ????? ???? ?? ???????,negative
??? ???? ???? ??? ?? ??? ??? ?? ?????? ?? ????? ???? ????,negative
???? ??? ????????? ??? ?? ?????? ?? ??? ???,negative
??? ???? ???????? ??? ??????? ???? ?????,negative
???? ???? ??? ?? ???? ?? ?????????? ????,negative
???? ???? ??????? ??? ??? ?????????? ????? ?? ?????? ???? ???,negative
???? ????-?????? ??? ??? ?? ?? ??? ?? ??? ??? ???? ????,negative
???? ???? ??? ??????? ?? ????? ?? ??? ???,negative
??? ????? ???? ?????? ?? ???? ?????? ???? ????,negative
???? ?????? ?? ?????? ???? ???? ????? ???,negative
??? ????? ?????? ??? ???? ??? ?? ??? ?? ????????? ???? ?????,negative
???? ???? ???????? ?? ?????????? ?? ??? ??? ???,negative
??? ????? ???? ?????? ?? ???? ?????? ???? ??? ?? ????? ?? ???? ????,negative
???? ???? ?? ?? ??? ??? ?? ???? ???????? ?? ????? ???? ?? ???????,negative
???? ???? ??? ????? ?? ??????? ?? ??? ???,negative
??? ????? ???? ?? ?? ????????? ????? ??? ???? ????,negative
???? ??? ??????? ?? ??? ??? ???? ???? ???,negative
???? ???? ??? ??? ?? ?????? ?? ????? ?? ??? ???,negative
??? ????? ??? ???? ??? ?? ??? ?? ??? ???? ?????,negative
???? ???? ?????? ???????? ?? ?????????? ?? ??? ??? ???,negative
??? ???? ???? ??? ??????? ?? ????? ???? ?? ?????,negative
???? ?? ??? ?? ?? ????? ?? ????? ???? ???,negative
???? ??? ?? ??? ?? ???????? ?? ????? ???? ??????? ???? ???,negative
???? ???? ??? ????? ?? ??? ??????? ???? ????,negative
???? ???? ?? ?? ??? ??? ?? ???? ??????? ????? ?? ????? ???? ?? ?????,negative
???? ??? ????? ????? ?? ????? ?? ??? ????? ???,negative
???? ??? ?? ??? ???? ????? ???? ?? ??? ???,negative
???? ???? ?? ?? ??? ?????? ?? ??? ?? ?? ??? ????,negative
???? ???? ??? ?????? ???????? ?? ?? ?? ????? ???? ???,negative
???? ????? ????? ?? ????? ???? ????? ???,negative
??? ????? ?????? ??? ???? ??? ?? ???? ?? ?? ????????? ????? ????,negative
???? ???? ??? ?????? ?????? ?? ????? ???,negative
???? ??? ????????? ????? ?? ?????? ???? ???,negative
???? ???? ????? ???????? ?? ??? ???? ?? ?? ??? ???? ???? ?????,negative
???? ??? ?? ??? ?? ????????? ???? ????,negative
??? ????? ??? ?? ?????? ?? ????? ???? ????,negative
???? ?????? ??? ???? ???????? ?? ???? ???? ?? ??? ??? ??????? ???? ???,negative
???? ???? ??? ????? ?? ???????? ?? ????? ???? ???,negative
???? ???? ????? ??? ????????? ?????? ?? ????? ????,negative
??? ????? ???? ?? ???? ????? ???? ????,negative
???? ???? ??? ?????? ???????? ?? ????????? ??? ?? ???? ??? ????? ?? ????? ????,negative
??? ???? ???? ??? ??????? ??? ?? ??? ???? ????,netural
???? ??? ????? ?? ???? ????? ??? ?? ?????????? ????,netural
??? ???? ???? ?? ??????? ????? ?? ??????? ???? ????,netural
??? ???-??? ?????????? ?? ???-??? ??????? ????????????? ???? ????,netural
???? ???????? ??? ??? ??? ????-????? ???? ???,netural
??? ???? ???? ??? ????? ?? ???? ?? ????? ?? ????? ???? ????,netural
??? ???? ???? ??? ?? ??? ?? ??? ?? ???? ?? ??? ??? ???? ????,netural
???? ???? ??????? ?? ?????????? ???,netural
??? ???? ???? ?? ?????? ?? ??????? ??? ?? ????? ????,netural
"???? ???? ??????? ?? ?????? ??, ??? ??? ?????????? ???? ???? ?????",netural
??? ???? ???????? ?? ????????? ???? ?? ?????? ???? ????,netural
??? ???-??? ?????? ?? ???-??? ??????? ????? ???? ????,netural
"???? ???????? ????????: ?? ??, ??? ???????? ???? ???",netural
??? ???? ???? ?? ?????? ?? ????????? ???? ???? ?? ?????? ???? ????,netural
??? ???? ???? ??? ??????? ??? ?? ??????? ??????? ??? ?????? ????,netural
"???? ???????? ????????: ??????? ??, ??? ????? ???? ???",netural
??? ???? ???? ??? ?????? ??? ?? ??????? ?????????? ?? ???? ????,netural
???? ???????? ??????? ?? ???? ???,netural
??? ???? ???? ?? ??????? ?? ??????? ???? ?? ?????? ???? ????,netural
"???? ???????? ????????: ?????? ??, ??? ??? ??????? ???? ???",netural
??? ???? ???? ?? ????????: ?????? ????? ?? ??????? ???? ????,netural
???? ???????? ????????: ?????? ?? ??????? ???,netural
??? ???? ???? ?? ??????? ?? ???? ???? ???? ?? ?????? ???? ????,netural
"???? ???????? ????????: ?????? ??, ??? ??????????? ???? ???",netural
??? ???? ???? ?? ??????? ?? ????????? ???? ???? ?? ?????? ???? ????,netural
"???? ???????? ????????: ?????? ??, ??? ??????? ???? ???",netural
??? ???? ???? ?? ????????: ??????? ???? ?? ?????? ???? ????,netural
"???? ???????? ????????: ?????? ??, ??? ??????????? ???? ???? ???",netural
??? ???? ???? ?? ????????: ?????? ???? ???? ?? ?????? ???? ????,netural
"???? ???????? ????????: ?????? ??, ??? ??? ??????? ???? ???",netural
??? ???? ???? ?? ??????? ?? ??????? ???? ?? ?????? ???? ????,netural
"???? ???????? ????????: ?????? ??, ??? ??????????? ???? ???",netural
??? ???? ???? ?? ????????: ??????? ???? ?? ?????? ???? ????,netural
"???? ???????? ????????: ?????? ??, ??? ??????? ???? ???",netural
??? ???? ???? ?? ????????: ?????? ???? ???? ?? ?????? ???? ????,netural
"???? ???????? ????????: ?????? ??, ??? ??????????? ???? ???? ???",netural
??? ???? ???? ?? ??????? ?? ??????? ???? ?? ?????? ???? ????,netural
"???? ???????? ????????: ?????? ??, ??? ??????????? ???? ???",netural
??? ???? ???? ?? ????????: ??????? ???? ?? ?????? ???? ????,netural
"???? ???????? ????????: ?????? ??, ??? ??????? ???? ???",netural
??? ???? ???? ?? ????????: ?????? ???? ???? ?? ?????? ???? ????,netural
"???? ???????? ????????: ?????? ??, ??? ??????????? ???? ???? ???",netural
??? ???? ???? ?? ??????? ?? ??????? ???? ?? ?????? ???? ????,netural
"???? ???????? ????????: ?????? ??, ??? ??????????? ???? ???",netural
??? ???? ???? ?? ????????: ??????? ???? ?? ?????? ???? ????,netural
"???? ???????? ????????: ?????? ??, ??? ??????? ???? ???",netural
??? ???? ???? ?? ????????: ?????? ???? ???? ?? ?????? ???? ????,netural
"???? ???????? ????????: ?????? ??, ??? ??????????? ???? ???? ???",netural
??? ???? ???? ?? ????????: ??????? ???? ?? ?????? ???? ????,netural
